Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,-9999
Luka Dončić,40:59,.685,.667,.370,.370,0.0,34.3,17.8,47.7,2.3,3.1,8.7,36.9,133,111,16.4,doncilu01
Austin Reaves,36:20,.637,.594,.313,.625,3.5,12.9,8.4,39.5,2.6,0.0,19.7,30.7,117,117,3.0,reaveau01
Rui Hachimura,35:25,.750,.750,1.000,.000,0.0,13.2,6.9,10.7,0.0,0.0,14.3,8.7,132,123,-0.9,hachiru01
Deandre Ayton,33:53,.635,.714,.000,.286,7.5,13.8,10.8,0.0,0.0,3.7,33.7,15.4,83,121,-9.1,aytonde01
Gabe Vincent,28:44,.375,.375,1.000,.000,0.0,0.0,0.0,4.1,1.7,0.0,0.0,6.1,89,122,-6.7,vincega01
Marcus Smart,22:46,.580,.500,.500,.667,0.0,0.0,0.0,0.0,2.1,0.0,27.9,20.8,82,121,-12.2,smartma01
Jake LaRavia,15:50,.512,.625,.500,.500,16.0,7.4,11.5,0.0,0.0,0.0,0.0,13.5,115,125,-4.1,laravja01
Jaxson Hayes,14:07,.667,.667,.000,.000,17.9,33.2,25.8,9.7,0.0,0.0,25.0,12.4,121,119,-3.0,hayesja02
Jarred Vanderbilt,11:56,.000,.000,.500,.000,0.0,29.4,15.3,0.0,4.0,0.0,33.3,22.1,0,110,-22.3,vandeja01
Bronny James,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,jamesbr02
Dalton Knecht,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,knechda01
Christian Koloko,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,kolokch01
Team Totals,240,.610,.597,.416,.364,18.4,78.0,49.4,54.8,7.0,5.3,18.3,100.0,108.7,118.7,,-9999
