Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,-9999
Jimmy Butler,38:34,.538,.438,.250,.500,9.0,6.9,8.0,19.7,3.9,0.0,0.0,22.5,134,122,1.6,butleji01
Stephen Curry,36:58,.736,.680,.480,.320,0.0,21.5,10.0,33.5,4.1,2.6,6.6,36.8,143,117,17.9,curryst01
Jonathan Kuminga,36:15,.568,.591,.364,.273,3.2,14.6,8.5,10.6,0.0,0.0,7.5,16.4,116,130,-8.3,kuminjo01
Brandin Podziemski,34:24,.557,.556,.667,.222,3.3,7.7,5.4,3.5,1.5,0.0,9.2,14.1,108,127,-8.9,podzibr01
Draymond Green,34:18,.732,.750,.625,.250,0.0,30.9,14.4,29.2,0.0,2.8,10.1,12.8,150,125,3.6,greendr01
Al Horford,29:00,.929,.929,.571,.000,4.0,9.1,6.4,8.9,1.7,3.3,22.2,13.8,135,124,1.6,horfoal01
Buddy Hield,22:57,.423,.423,.538,.000,0.0,11.5,5.4,12.0,2.2,0.0,7.1,27.2,86,125,-13.3,hieldbu01
Will Richard,16:42,.510,.500,.800,.400,6.9,31.7,18.5,21.8,3.0,0.0,0.0,15.7,133,121,0.6,richawi02
Gary Payton II,11:30,.600,.600,.200,.000,30.1,34.6,32.2,12.7,4.3,0.0,0.0,19.4,149,117,3.5,paytoga02
Quinten Post,4:22,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,132,-10.8,postqu01
Trayce Jackson-Davis,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,jackstr02
Gui Santos,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,santogu01
Pat Spencer,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,spencpa01
Team Totals,265,.623,.596,.475,.253,21.7,82.5,50.0,66.0,10.4,5.5,7.6,100.0,129.3,123.6,,-9999
